country,year,coal_electricity
Australia,1994,136.894
Australia,1995,141.935
Australia,1996,148.431
Australia,1997,157.474
Australia,1998,165.946
Australia,1999,171.161
Australia,2000,180.26
Australia,2001,179.88
Australia,2002,171.86
Australia,2003,173.61
Australia,2004,178.96
Australia,2005,182.98
Australia,2006,185.76
Australia,2007,185.49
Australia,2008,184.24
Australia,2009,182.02
Australia,2010,176.02
Australia,2011,171.98
Australia,2012,165.38
Australia,2013,155.45
Australia,2014,155.23
Australia,2015,162.2
Australia,2016,162.36
Australia,2017,159.17
Australia,2018,156.56
Australia,2019,149.84
Australia,2020,142.93
Australia,2021,137.4
Australia,2022,130.93
Austria,1990,6.19
Austria,1991,6.84
Austria,1992,4.11
Austria,1993,2.98
Austria,1994,3.1
Austria,1995,4.32
Austria,1996,5.28
Austria,1997,5.83
Austria,1998,4.13
Austria,1999,4.42
Austria,2000,5.72
Austria,2001,6.89
Austria,2002,6.61
Austria,2003,8.44
Austria,2004,7.91
Austria,2005,7.17
Austria,2006,7.37
Austria,2007,6.6
Austria,2008,5.53
Austria,2009,3.76
Austria,2010,4.92
Austria,2011,5.43
Austria,2012,4.39
Austria,2013,4.21
Austria,2014,2.94
Austria,2015,2.95
Austria,2016,2.04
Austria,2017,1.76
Austria,2018,1.81
Austria,2019,1.5
Austria,2020,0.56
Austria,2021,0.14
Austria,2022,0.14
Bangladesh,2000,0.0
Bangladesh,2001,0.0
Bangladesh,2002,0.0
Bangladesh,2003,0.0
Bangladesh,2004,0.0
Bangladesh,2005,0.0
Bangladesh,2006,1.08
Bangladesh,2007,1.07
Bangladesh,2008,0.96
Bangladesh,2009,0.82
Bangladesh,2010,0.73
Bangladesh,2011,0.81
Bangladesh,2012,1.01
Bangladesh,2013,1.14
Bangladesh,2014,1.08
Bangladesh,2015,0.95
Bangladesh,2016,1.01
Bangladesh,2017,1.41
Bangladesh,2018,1.48
Bangladesh,2019,2.17
Bangladesh,2020,3.71
Bangladesh,2021,4.77
Bangladesh,2022,7.41
Belarus,2000,0.0
Belarus,2001,0.0
Belarus,2002,0.0
Belarus,2003,0.0
Belarus,2004,0.0
Belarus,2005,0.0
Belarus,2006,0.0
Belarus,2007,0.01
Belarus,2008,0.01
Belarus,2009,0.01
Belarus,2010,0.03
Belarus,2011,0.02
Belarus,2012,0.02
Belarus,2013,0.02
Belarus,2014,0.02
Belarus,2015,0.04
Belarus,2016,0.03
Belarus,2017,0.03
Belarus,2018,0.02
Belarus,2019,0.03
Belarus,2020,0.03
Belarus,2021,0.03
Belgium,1990,17.09
Belgium,1991,16.51
Belgium,1992,16.01
Belgium,1993,16.3
Belgium,1994,16.98
Belgium,1995,16.52
Belgium,1996,15.55
Belgium,1997,13.75
Belgium,1998,14.19
Belgium,1999,9.94
Belgium,2000,12.92
Belgium,2001,9.94
Belgium,2002,10.03
Belgium,2003,9.64
Belgium,2004,9.15
Belgium,2005,8.2
Belgium,2006,6.85
Belgium,2007,6.47
Belgium,2008,5.55
Belgium,2009,5.18
Belgium,2010,4.2
Belgium,2011,3.48
Belgium,2012,3.39
Belgium,2013,3.01
Belgium,2014,2.09
Belgium,2015,2.07
Belgium,2016,0.39
Belgium,2017,0.09
Belgium,2018,0.09
Belgium,2019,0.09
Belgium,2020,0.08
Belgium,2021,0.04
Belgium,2022,0.04
Bosnia and Herzegovina,2000,5.29
Bosnia and Herzegovina,2001,5.36
Bosnia and Herzegovina,2002,5.38
Bosnia and Herzegovina,2003,6.63
Bosnia and Herzegovina,2004,6.62
Bosnia and Herzegovina,2005,6.46
Bosnia and Herzegovina,2006,7.29
Bosnia and Herzegovina,2007,7.63
Bosnia and Herzegovina,2008,9.8
Bosnia and Herzegovina,2009,9.15
Bosnia and Herzegovina,2010,8.8
Bosnia and Herzegovina,2011,10.59
Bosnia and Herzegovina,2012,9.58
Bosnia and Herzegovina,2013,9.93
Bosnia and Herzegovina,2014,11.01
Bosnia and Herzegovina,2015,10.8
Bosnia and Herzegovina,2016,12.02
Bosnia and Herzegovina,2017,12.34
Bosnia and Herzegovina,2018,12.44
Bosnia and Herzegovina,2019,10.96
Bosnia and Herzegovina,2020,11.85
Bosnia and Herzegovina,2021,11.2
Bosnia and Herzegovina,2022,10.98
Botswana,2000,0.89
Botswana,2001,0.95
Botswana,2002,0.84
Botswana,2003,0.68
Botswana,2004,0.74
Botswana,2005,0.81
Botswana,2006,0.75
Botswana,2007,0.58
Botswana,2008,0.55
Botswana,2009,0.27
Botswana,2010,0.33
Botswana,2011,0.2
Botswana,2012,0.15
Botswana,2013,0.63
Botswana,2014,1.78
Botswana,2015,2.29
Botswana,2016,2.07
Botswana,2017,2.33
Botswana,2018,2.43
Botswana,2019,2.5
Botswana,2020,1.68
Botswana,2021,1.79
Brazil,1985,4.945
Brazil,1986,6.184
Brazil,1987,5.41
Brazil,1988,4.715
Brazil,1989,5.449
Brazil,1990,4.621
Brazil,1991,5.534
Brazil,1992,5.007
Brazil,1993,4.909
Brazil,1994,4.971
Brazil,1995,5.442
Brazil,1996,6.026
Brazil,1997,7.31
Brazil,1998,6.974
Brazil,1999,9.715
Brazil,2000,10.31
Brazil,2001,10.43
Brazil,2002,8.61
Brazil,2003,8.52
Brazil,2004,9.79
Brazil,2005,10.04
Brazil,2006,9.86
Brazil,2007,9.47
Brazil,2008,11.4
Brazil,2009,9.5
Brazil,2010,10.79
Brazil,2011,12.08
Brazil,2012,13.91
Brazil,2013,21.06
Brazil,2014,25.8
Brazil,2015,25.72
Brazil,2016,24.58
Brazil,2017,21.85
Brazil,2018,19.94
Brazil,2019,19.87
Brazil,2020,16.23
Brazil,2021,25.17
Brazil,2022,15.6
Bulgaria,1990,20.98
Bulgaria,1991,20.78
Bulgaria,1992,17.81
Bulgaria,1993,17.16
Bulgaria,1994,16.89
Bulgaria,1995,17.33
Bulgaria,1996,17.16
Bulgaria,1997,18.89
Bulgaria,1998,18.3
Bulgaria,1999,16.27
Bulgaria,2000,16.94
Bulgaria,2001,19.5
Bulgaria,2002,17.18
Bulgaria,2003,19.24
Bulgaria,2004,18.9
Bulgaria,2005,18.46
Bulgaria,2006,19.09
Bulgaria,2007,22.37
Bulgaria,2008,23.18
Bulgaria,2009,21.1
Bulgaria,2010,22.61
Bulgaria,2011,27.53
Bulgaria,2012,22.87
Bulgaria,2013,19.39
Bulgaria,2014,21.31
Bulgaria,2015,22.53
Bulgaria,2016,19.37
Bulgaria,2017,20.92
Bulgaria,2018,18.66
Bulgaria,2019,17.2
Bulgaria,2020,13.51
Bulgaria,2021,17.09
Bulgaria,2022,21.39
CIS (EI),1985,207.641
CIS (EI),1986,217.38
CIS (EI),1987,224.829
CIS (EI),1988,225.064
CIS (EI),1989,228.462
CIS (EI),1990,230.202
CIS (EI),1991,227.391
CIS (EI),1992,221.366
CIS (EI),1993,211.829
CIS (EI),1994,217.843
CIS (EI),1995,212.545
CIS (EI),1996,206.966
CIS (EI),1997,197.496
CIS (EI),1998,202.09
CIS (EI),1999,198.0
CIS (EI),2000,214.234
CIS (EI),2001,210.554
CIS (EI),2002,213.209
CIS (EI),2003,220.384
CIS (EI),2004,214.277
CIS (EI),2005,218.059
CIS (EI),2006,229.906
CIS (EI),2007,229.698
CIS (EI),2008,260.913
CIS (EI),2009,225.364
CIS (EI),2010,235.007
CIS (EI),2011,237.703
CIS (EI),2012,239.893
CIS (EI),2013,235.641
CIS (EI),2014,230.603
CIS (EI),2015,227.447
CIS (EI),2016,236.706
CIS (EI),2017,247.12
CIS (EI),2018,256.212
CIS (EI),2019,266.273
CIS (EI),2020,253.918
CIS (EI),2021,262.77
CIS (EI),2022,275.371
Cambodia,2000,0.0
Cambodia,2001,0.0
Cambodia,2002,0.0
Cambodia,2003,0.0
Cambodia,2004,0.0
Cambodia,2005,0.0
Cambodia,2006,0.0
Cambodia,2007,0.0
Cambodia,2008,0.0
Cambodia,2009,0.0
Cambodia,2010,0.0
Cambodia,2011,0.0
Cambodia,2012,0.0
Cambodia,2013,0.0
Cambodia,2014,0.77
Cambodia,2015,1.73
Cambodia,2016,2.16
Cambodia,2017,3.2
Cambodia,2018,2.56
Cambodia,2019,3.41
Cambodia,2020,3.42
Cambodia,2021,3.68
Canada,1985,79.445
Canada,1986,71.627
Canada,1987,84.238
Canada,1988,91.758
Canada,1989,91.737
Canada,1990,82.22
Canada,1991,88.485
Canada,1992,90.03
Canada,1993,82.384
Canada,1994,86.651
Canada,1995,91.604
Canada,1996,89.621
Canada,1997,96.926
Canada,1998,105.994
Canada,1999,106.186
Canada,2000,109.27
Canada,2001,105.1
Canada,2002,104.12
Canada,2003,102.9
Canada,2004,93.25
Canada,2005,99.24
Canada,2006,91.36
Canada,2007,98.43
Canada,2008,94.8
Canada,2009,78.64
Canada,2010,76.99
Canada,2011,70.71
Canada,2012,62.1
Canada,2013,63.17
Canada,2014,61.36
Canada,2015,59.27
Canada,2016,58.81
Canada,2017,55.78
Canada,2018,46.84
Canada,2019,44.01
Canada,2020,34.46
Canada,2021,32.86
Canada,2022,36.79
Chile,2000,8.92
Chile,2001,5.74
Chile,2002,6.42
Chile,2003,6.14
Chile,2004,8.9
Chile,2005,8.45
Chile,2006,11.61
Chile,2007,14.23
Chile,2008,14.79
Chile,2009,15.26
Chile,2010,17.5
Chile,2011,21.19
Chile,2012,26.34
Chile,2013,31.05
Chile,2014,28.36
Chile,2015,28.1
Chile,2016,31.95
Chile,2017,29.39
Chile,2018,29.31
Chile,2019,28.4
Chile,2020,27.01
Chile,2021,27.67
Chile,2022,19.16
China,1985,260.645
China,1986,299.61
China,1987,339.862
China,1988,373.653
China,1989,405.06
China,1990,441.251
China,1991,498.434
China,1992,567.33
China,1993,589.228
China,1994,693.408
China,1995,741.886
China,1996,824.184
China,1997,867.026
China,1998,891.674
China,1999,969.684
China,2000,1060.26
China,2001,1129.14
China,2002,1282.57
China,2003,1519.97
China,2004,1722.42
China,2005,1980.15
China,2006,2302.42
China,2007,2656.7
China,2008,2708.91
China,2009,2911.52
China,2010,3233.6
China,2011,3690.87
China,2012,3748.19
China,2013,4077.37
China,2014,4203.06
China,2015,4046.17
China,2016,4156.35
China,2017,4430.03
China,2018,4763.92
China,2019,4855.19
China,2020,4921.96
China,2021,5328.83
China,2022,5397.8
Colombia,2000,2.46
Colombia,2001,2.66
Colombia,2002,2.61
Colombia,2003,3.06
Colombia,2004,2.32
Colombia,2005,2.63
Colombia,2006,1.89
Colombia,2007,2.21
Colombia,2008,1.89
Colombia,2009,3.34
Colombia,2010,3.55
Colombia,2011,1.5
Colombia,2012,2.52
Colombia,2013,5.6
Colombia,2014,5.36
Colombia,2015,6.98
Colombia,2016,6.62
Colombia,2017,3.08
Colombia,2018,4.31
Colombia,2019,8.14
Colombia,2020,9.72
Colombia,2021,5.07
Colombia,2022,4.29
Croatia,1990,0.63
Croatia,1991,0.39
Croatia,1992,0.66
Croatia,1993,0.45
Croatia,1994,0.1
Croatia,1995,0.24
Croatia,1996,0.12
Croatia,1997,0.51
Croatia,1998,0.54
Croatia,1999,0.52
Croatia,2000,1.55
Croatia,2001,1.64
Croatia,2002,2.11
Croatia,2003,2.4
Croatia,2004,2.14
Croatia,2005,2.33
Croatia,2006,2.25
Croatia,2007,2.42
Croatia,2008,2.49
Croatia,2009,1.65
Croatia,2010,2.38
Croatia,2011,2.58
Croatia,2012,2.24
Croatia,2013,2.42
Croatia,2014,2.37
Croatia,2015,2.31
Croatia,2016,2.6
Croatia,2017,1.37
Croatia,2018,1.45
Croatia,2019,1.64
Croatia,2020,1.22
Croatia,2021,1.46
Croatia,2022,1.54
Czechia,1990,47.02
Czechia,1991,45.6
Czechia,1992,43.91
Czechia,1993,43.27
Czechia,1994,42.24
Czechia,1995,44.34
Czechia,1996,45.43
Czechia,1997,45.73
Czechia,1998,45.31
Czechia,1999,44.15
Czechia,2000,52.75
Czechia,2001,52.59
Czechia,2002,49.91
Czechia,2003,50.77
Czechia,2004,50.31
Czechia,2005,49.52
Czechia,2006,49.65
Czechia,2007,53.79
Czechia,2008,48.77
Czechia,2009,45.94
Czechia,2010,46.9
Czechia,2011,46.68
Czechia,2012,43.98
Czechia,2013,41.12
Czechia,2014,40.73
Czechia,2015,41.14
Czechia,2016,41.97
Czechia,2017,41.44
Czechia,2018,41.2
Czechia,2019,37.33
Czechia,2020,31.0
Czechia,2021,34.18
Czechia,2022,36.94
Denmark,1990,23.56
Denmark,1991,33.44
Denmark,1992,26.96
Denmark,1993,29.33
Denmark,1994,33.29
Denmark,1995,27.36
Denmark,1996,39.67
Denmark,1997,28.76
Denmark,1998,23.65
Denmark,1999,20.08
Denmark,2000,16.67
Denmark,2001,17.82
Denmark,2002,18.26
Denmark,2003,25.31
Denmark,2004,18.67
Denmark,2005,15.46
Denmark,2006,24.57
Denmark,2007,19.89
Denmark,2008,17.46
Denmark,2009,17.69
Denmark,2010,17.01
Denmark,2011,13.98
Denmark,2012,10.54
Denmark,2013,14.29
Denmark,2014,11.06
Denmark,2015,7.11
Denmark,2016,8.87
Denmark,2017,6.21
Denmark,2018,6.57
Denmark,2019,3.31
Denmark,2020,3.06
Denmark,2021,4.37
Denmark,2022,3.62
Dominican Republic,2000,0.38
Dominican Republic,2001,0.51
Dominican Republic,2002,0.64
Dominican Republic,2003,0.66
Dominican Republic,2004,0.63
Dominican Republic,2005,0.67
Dominican Republic,2006,0.82
Dominican Republic,2007,0.95
Dominican Republic,2008,0.82
Dominican Republic,2009,0.83
Dominican Republic,2010,1.05
Dominican Republic,2011,1.1
Dominican Republic,2012,1.06
Dominican Republic,2013,1.18
Dominican Republic,2014,1.21
Dominican Republic,2015,1.34
Dominican Republic,2016,1.57
Dominican Republic,2017,1.55
Dominican Republic,2018,1.62
Dominican Republic,2019,3.5
Dominican Republic,2020,3.29
Dominican Republic,2021,3.49
Estonia,1990,0.0
Estonia,1991,0.0
Estonia,1992,0.0
Estonia,1993,0.0
Estonia,1994,0.0
Estonia,1995,0.0
Estonia,1996,0.0
Estonia,1997,0.0
Estonia,1998,0.0
Estonia,1999,0.0
Estonia,2000,0.0
Estonia,2001,0.0
Estonia,2002,0.0
Estonia,2003,0.0
Estonia,2004,0.0
Estonia,2005,0.0
Estonia,2006,0.0
Estonia,2007,0.0
Estonia,2008,0.0
Estonia,2009,0.0
Estonia,2010,0.0
Estonia,2011,0.0
Estonia,2012,0.0
Estonia,2013,0.01
Estonia,2014,0.01
Estonia,2015,0.0
Estonia,2016,0.0
Estonia,2017,0.02
Estonia,2018,0.0
Estonia,2019,0.0
Estonia,2020,0.0
Estonia,2021,0.0
Estonia,2022,0.0
Europe,1985,1262.646
Europe,1986,1299.753
Europe,1987,1323.892
Europe,1988,1312.308
Europe,1989,1343.242
Europe,1990,1355.142
Europe,1991,1342.314
Europe,1992,1288.509
Europe,1993,1218.371
Europe,1994,1224.878
Europe,1995,1226.019
Europe,1996,1223.903
Europe,1997,1174.519
Europe,1998,1185.598
Europe,1999,1146.769
Europe,2000,1172.97
Europe,2001,1174.03
Europe,2002,1191.57
Europe,2003,1245.81
Europe,2004,1206.42
Europe,2005,1188.61
Europe,2006,1240.86
Europe,2007,1238.9
Europe,2008,1185.53
Europe,2009,1073.54
Europe,2010,1079.9
Europe,2011,1116.21
Europe,2012,1175.04
Europe,2013,1143.98
Europe,2014,1057.44
Europe,2015,1036.96
Europe,2016,962.45
Europe,2017,925.0
Europe,2018,877.26
Europe,2019,729.6
Europe,2020,612.79
Europe,2021,679.29
Europe,2022,729.457
Europe (EI),1985,1139.321
Europe (EI),1986,1175.152
Europe (EI),1987,1191.952
Europe (EI),1988,1173.294
Europe (EI),1989,1209.91
Europe (EI),1990,1218.468
Europe (EI),1991,1209.14
Europe (EI),1992,1158.968
Europe (EI),1993,1093.74
Europe (EI),1994,1090.628
Europe (EI),1995,1093.77
Europe (EI),1996,1093.686
Europe (EI),1997,1051.357
Europe (EI),1998,1058.313
Europe (EI),1999,1022.459
Europe (EI),2000,1077.006
Europe (EI),2001,1092.014
Europe (EI),2002,1094.447
Europe (EI),2003,1155.694
Europe (EI),2004,1127.449
Europe (EI),2005,1119.051
Europe (EI),2006,1162.178
Europe (EI),2007,1178.052
Europe (EI),2008,1100.573
Europe (EI),2009,1007.576
Europe (EI),2010,1019.821
Europe (EI),2011,1066.207
Europe (EI),2012,1115.729
Europe (EI),2013,1087.797
Europe (EI),2014,1017.225
Europe (EI),2015,992.654
Europe (EI),2016,923.855
Europe (EI),2017,889.5
Europe (EI),2018,854.412
Europe (EI),2019,689.717
Europe (EI),2020,571.474
Europe (EI),2021,631.497
Europe (EI),2022,649.972
Europe (Ember),2000,1210.3
Europe (Ember),2001,1211.77
Europe (Ember),2002,1223.0
Europe (Ember),2003,1277.23
Europe (Ember),2004,1239.99
Europe (Ember),2005,1230.81
Europe (Ember),2006,1286.47
Europe (Ember),2007,1291.23
Europe (Ember),2008,1241.91
Europe (Ember),2009,1127.77
Europe (Ember),2010,1133.27
Europe (Ember),2011,1180.8
Europe (Ember),2012,1241.37
Europe (Ember),2013,1205.9
Europe (Ember),2014,1131.73
Europe (Ember),2015,1111.14
Europe (Ember),2016,1052.84
Europe (Ember),2017,1020.38
Europe (Ember),2018,988.62
Europe (Ember),2019,840.77
Europe (Ember),2020,716.81
Europe (Ember),2021,780.9
Europe (Ember),2022,815.46
European Union (27),1985,792.508
European Union (27),1986,793.581
European Union (27),1987,800.035
European Union (27),1988,795.279
European Union (27),1989,822.563
European Union (27),1990,833.753
European Union (27),1991,831.358
European Union (27),1992,802.674
European Union (27),1993,782.109
European Union (27),1994,794.451
European Union (27),1995,810.015
European Union (27),1996,829.311
European Union (27),1997,804.219
European Union (27),1998,812.239
European Union (27),1999,794.414
European Union (27),2000,800.33
European Union (27),2001,792.92
European Union (27),2002,814.34
European Union (27),2003,849.04
European Union (27),2004,835.42
European Union (27),2005,808.89
European Union (27),2006,816.5
European Union (27),2007,828.74
European Union (27),2008,757.01
European Union (27),2009,703.55
European Union (27),2010,701.2
European Union (27),2011,724.81
European Union (27),2012,742.68
European Union (27),2013,728.9
European Union (27),2014,692.78
European Union (27),2015,705.03
European Union (27),2016,659.07
European Union (27),2017,638.85
European Union (27),2018,595.52
European Union (27),2019,450.9
European Union (27),2020,352.4
European Union (27),2021,419.03
European Union (27),2022,461.207
Finland,1990,9.66
Finland,1991,9.79
Finland,1992,7.66
Finland,1993,9.84
Finland,1994,13.98
Finland,1995,11.07
Finland,1996,15.12
Finland,1997,12.84
Finland,1998,7.94
Finland,1999,8.95
Finland,2000,8.49
Finland,2001,10.61
Finland,2002,12.71
Finland,2003,19.25
Finland,2004,16.5
Finland,2005,6.5
Finland,2006,16.33
Finland,2007,13.89
Finland,2008,8.5
Finland,2009,11.13
Finland,2010,14.54
Finland,2011,9.78
Finland,2012,7.1
Finland,2013,10.69
Finland,2014,7.92
Finland,2015,5.12
Finland,2016,6.97
Finland,2017,5.86
Finland,2018,5.79
Finland,2019,4.36
Finland,2020,2.44
Finland,2021,2.67
Finland,2022,2.98
France,1985,41.443
France,1986,31.147
France,1987,27.499
France,1988,25.049
France,1989,32.41
France,1990,31.47
France,1991,39.61
France,1992,34.23
France,1993,20.96
France,1994,20.9
France,1995,24.18
France,1996,28.04
France,1997,22.18
France,1998,33.53
France,1999,29.28
France,2000,27.0
France,2001,20.48
France,2002,23.66
France,2003,26.26
France,2004,24.37
France,2005,27.51
France,2006,22.89
France,2007,24.45
France,2008,23.06
France,2009,21.67
France,2010,23.36
France,2011,17.39
France,2012,21.46
France,2013,23.84
France,2014,11.26
France,2015,11.89
France,2016,10.23
France,2017,12.81
France,2018,8.31
France,2019,3.64
France,2020,3.09
France,2021,5.44
France,2022,4.41
G20 (Ember),2000,5418.69
G20 (Ember),2001,5472.77
G20 (Ember),2002,5705.25
G20 (Ember),2003,6098.67
G20 (Ember),2004,6310.26
G20 (Ember),2005,6662.29
G20 (Ember),2006,7031.29
G20 (Ember),2007,7480.08
G20 (Ember),2008,7502.97
G20 (Ember),2009,7383.96
G20 (Ember),2010,7862.88
G20 (Ember),2011,8278.51
G20 (Ember),2012,8312.22
G20 (Ember),2013,8759.82
G20 (Ember),2014,8936.46
G20 (Ember),2015,8600.7
G20 (Ember),2016,8608.12
G20 (Ember),2017,8885.76
